Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC),car_age,price_per_km
3098,Hyundai,2017,300000,15151,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,8,19.80067322288958
3100,Hyundai,2011,206000,100000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,14,2.06
3113,Toyota,2014,415000,146000,Diesel,Individual,Manual,First Owner,5,67.06,kmpl,23.59,1364,11,2.8424657534246576
3115,Hyundai,2017,350000,20000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,8,17.5
3116,Toyota,2017,632000,150000,Diesel,Individual,Manual,First Owner,5,67.05,kmpl,23.59,1364,8,4.213333333333333
3117,Maruti,2014,325000,70000,CNG,Individual,Manual,Second Owner,5,61.7,km/kg,21.94,1196,11,4.642857142857143
3121,Hyundai,2008,180000,100000,Petrol,Individual,Manual,Third Owner,5,68.05,kmpl,19.81,1086,17,1.8
3123,Maruti,2014,450000,15000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248,11,30.0
3126,Toyota,2016,509999,80000,Diesel,Individual,Manual,Second Owner,5,67.05,kmpl,23.59,1364,9,6.3749875
3128,Maruti,2011,140000,72000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,14,1.9444444444444444
3133,Renault,2012,400000,100000,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,20.46,1461,13,4.0
3151,Hyundai,2014,620000,110000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,11,5.636363636363637
3152,Hyundai,2012,190000,100000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,13,1.9
3153,Hyundai,2018,380000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,7,15.2
3154,Ford,2019,1145000,20000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,6,57.25
3155,Tata,2017,540000,70000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,8,7.714285714285714
3160,Maruti,2009,135000,50000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,16,2.7
3163,Maruti,2016,411000,25000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998,9,16.44
3168,Maruti,2012,335000,72072,Diesel,Dealer,Manual,First Owner,5,73.9,kmpl,21.1,1248,13,4.648129648129649
3169,Ford,2012,300000,54000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,13,5.555555555555555
3170,Hyundai,2012,415000,82082,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396,13,5.055919690066031
3173,Hyundai,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,5,126.2,kmpl,22.0,1582,7,23.46938775510204
3176,Hyundai,2013,195000,58609,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,12,3.327134057909195
3182,Tata,2018,749000,30000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497,7,24.966666666666665
3185,Mahindra,2011,200000,120000,Diesel,Individual,Manual,Third Owner,5,64.1,kmpl,21.0,1461,14,1.6666666666666667
3186,Tata,2014,240000,168000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.3,1248,11,1.4285714285714286
3188,Maruti,2008,145000,120000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,17,1.2083333333333333
3189,Maruti,2016,450000,5800,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,9,77.58620689655173
3194,Hyundai,2016,335000,17000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,19.705882352941178
3195,Maruti,2018,459999,5000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,7,91.9998
3203,Tata,2012,140000,195000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248,13,0.717948717948718
3204,Hyundai,2012,200000,70000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,13,2.857142857142857
3205,Hyundai,2012,180000,100000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,13,1.8
3206,Maruti,2015,550000,25000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197,10,22.0
3208,Maruti,2012,550000,67000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,13,8.208955223880597
3210,Renault,2013,315000,85000,Diesel,Individual,Manual,First Owner,5,63.12,kmpl,23.08,1461,12,3.7058823529411766
3215,Hyundai,2011,360000,80000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,14,4.5
3216,Maruti,2014,300000,31000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,11,9.67741935483871
3219,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,9,17.5
3220,Ford,2017,700000,60000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,8,11.666666666666666
3221,Maruti,2013,415000,102996,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248,12,4.029282690589926
3222,Hyundai,2015,550000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,10,9.166666666666666
3228,Ford,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,5,98.59,kmpl,22.77,1498,12,5.4887252435621825
3229,Ford,2018,750000,17000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,7,44.11764705882353
3235,Maruti,2019,650000,10000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197,6,65.0
3238,Maruti,2016,300000,5000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,60.0
3239,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,16,3.75
3241,Hyundai,2016,310000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,12.4
3250,Maruti,2009,195000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,16,4.875
3252,Hyundai,2015,615000,72000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,10,8.541666666666666
3253,Hyundai,2013,350000,70000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396,12,5.0
3255,Hyundai,2017,650000,32331,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396,8,20.10454362685967
3256,Hyundai,2016,1100000,70000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,9,15.714285714285714
3257,Hyundai,2010,285000,80000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396,15,3.5625
3265,Hyundai,2016,900000,98000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,9,9.183673469387756
3272,Hyundai,2011,340000,80000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396,14,4.25
3273,Hyundai,2012,222000,120000,LPG,Individual,Manual,First Owner,5,55.2,km/kg,21.1,814,13,1.85
3278,Maruti,2014,320000,70000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,11,4.571428571428571
3279,Renault,2012,500000,120000,Diesel,Individual,Manual,Second Owner,5,78.0,kmpl,21.8,1461,13,4.166666666666667
3283,Renault,2017,500000,80000,Diesel,Individual,Manual,Second Owner,5,63.1,kmpl,23.08,1461,8,6.25
3287,Tata,2012,200000,230000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396,13,0.8695652173913043
3290,Ford,2019,900000,35000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,6,25.714285714285715
3293,Hyundai,2011,165000,97000,Petrol,Individual,Manual,Third Owner,5,68.05,kmpl,19.81,1086,14,1.7010309278350515
3298,Hyundai,2011,160000,60000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,14,2.6666666666666665
3300,Maruti,2014,430000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,11,4.777777777777778
3305,Volkswagen,2018,600000,40000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498,7,15.0
3306,Hyundai,2017,1200000,25000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,8,48.0
3310,Maruti,2013,530000,40000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,13.25
3317,Maruti,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,5,67.0,kmpl,20.51,998,7,63.749875
3318,Toyota,2015,387000,170000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364,10,2.276470588235294
3319,Maruti,2014,235000,25000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,11,9.4
3328,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,18,1.1111111111111112
3329,Volkswagen,2014,565000,111000,Diesel,Individual,Manual,First Owner,5,103.2,kmpl,20.34,1498,11,5.09009009009009
3331,Maruti,2017,625000,15000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,8,41.666666666666664
3332,Maruti,2016,280000,30000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,9,9.333333333333334
3334,Hyundai,2015,1300000,40000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,10,32.5
3345,Maruti,2017,700000,15000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197,8,46.666666666666664
3347,Ford,2015,600000,135000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,10,4.444444444444445
3352,Maruti,2012,229999,120000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,13,1.9166583333333334
3356,Tata,2007,100000,90000,Diesel,Individual,Manual,Third Owner,5,70.0,kmpl,23.57,1396,18,1.1111111111111112
3358,Hyundai,2018,850000,50000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,7,17.0
3360,Maruti,2014,250000,40000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,11,6.25
3361,Tata,2012,125000,120000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.3,1248,13,1.0416666666666667
3370,Hyundai,2019,458000,30000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086,6,15.266666666666667
3371,Ford,2018,950000,20000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,7,47.5
3372,Maruti,2017,650000,21000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197,8,30.952380952380953
3373,Maruti,2013,400000,70000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,12,5.714285714285714
3375,Maruti,2006,100000,42500,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,19,2.3529411764705883
3376,Hyundai,2012,350000,25000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,13,14.0
3379,Volkswagen,2010,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5,73.9,kmpl,22.07,1199,15,3.125
3387,Renault,2016,300000,34000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,9,8.823529411764707
3388,Renault,2017,819999,50000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461,8,16.39998
3389,Tata,2010,409999,100000,Diesel,Individual,Manual,Second Owner,5,70.0,kmpl,19.61,1405,15,4.09999
3391,Maruti,2013,497000,110000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,12,4.5181818181818185
3394,Ford,2019,975000,30000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,6,32.5
3395,Ford,2018,620000,15000,Petrol,Individual,Manual,First Owner,5,94.93,kmpl,20.4,1194,7,41.333333333333336
3397,Ford,2018,950000,40000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,7,23.75
3398,Maruti,2014,545000,110000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,11,4.954545454545454
3399,Maruti,2011,400000,72000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,14,5.555555555555555
3404,Maruti,2017,484999,30000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.89,1197,8,16.166633333333333
3409,Maruti,2016,574000,35000,Petrol,Individual,Manual,Second Owner,5,83.14,kmpl,20.85,1197,9,16.4
3410,Tata,2013,200000,167000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,22.3,1248,12,1.1976047904191616
3411,Hyundai,2016,1100000,94000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,9,11.702127659574469
3416,Maruti,2019,500000,10000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,6,50.0
3418,Tata,2019,600000,5200,Petrol,Individual,Manual,First Owner,5,83.81,kmpl,20.3,1199,6,115.38461538461539
3420,Maruti,2013,409999,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,12,4.555544444444444
3424,Renault,2018,950000,26000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.6,1461,7,36.53846153846154
3438,Hyundai,2012,267000,40000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,13,6.675
3446,Hyundai,2008,120000,93331,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,17,1.28574642937502
3451,Maruti,2019,750000,6500,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197,6,115.38461538461539
3454,Toyota,2015,570000,120000,Diesel,Individual,Manual,Second Owner,5,67.05,kmpl,23.59,1364,10,4.75
3455,Hyundai,2012,180000,120000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,13,1.5
3458,Ford,2015,685000,109000,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498,10,6.284403669724771
3461,Hyundai,2013,425000,101000,Diesel,Dealer,Manual,First Owner,5,88.76,kmpl,21.9,1396,12,4.207920792079208
3462,Volkswagen,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,5,108.6,kmpl,22.27,1498,6,250.0
3465,Renault,2018,500000,31000,Petrol,Dealer,Manual,First Owner,5,67.0,kmpl,23.01,999,7,16.129032258064516
3466,Maruti,2016,434999,55000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.52,1197,9,7.9090727272727275
3467,Tata,2018,250000,55000,Petrol,Dealer,Automatic,First Owner,4,37.48,kmpl,21.9,624,7,4.545454545454546
3468,Hyundai,2014,700000,117000,Diesel,Dealer,Manual,First Owner,5,126.32,kmpl,22.32,1582,11,5.982905982905983
3470,Maruti,2015,425000,75000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.52,1197,10,5.666666666666667
3472,Tata,2019,1140000,10000,Diesel,Individual,Automatic,First Owner,5,108.5,kmpl,21.5,1497,6,114.0
3476,Maruti,2010,215000,64000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,15,3.359375
3478,Maruti,2011,215000,50000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,14,4.3
3482,Maruti,2017,395000,25000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,21.63,998,8,15.8
3486,Maruti,2014,300000,10000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,11,30.0
3487,Chevrolet,2013,355000,68000,Diesel,Individual,Manual,First Owner,5,76.9,kmpl,22.1,1248,12,5.220588235294118
3488,Maruti,2015,180000,35000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,10,5.142857142857143
3494,Maruti,2013,409999,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,12,4.555544444444444
3498,Maruti,2013,550000,56000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,9.821428571428571
3503,Maruti,2009,155000,54000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,16,2.8703703703703702
3506,Hyundai,2018,565000,10000,Petrol,Individual,Automatic,First Owner,5,68.0,kmpl,20.3,1086,7,56.5
3507,Ford,2018,900000,40000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,7,22.5
3511,Hyundai,2015,575000,60000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,10,9.583333333333334
3514,Ford,2017,750000,37000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,8,20.27027027027027
3515,Maruti,2018,625000,22000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,7,28.40909090909091
3516,Hyundai,2018,799000,60000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396,7,13.316666666666666
3517,Maruti,2013,300000,57000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,12,5.2631578947368425
3518,Maruti,2017,850000,27000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373,8,31.48148148148148
3520,Maruti,2011,229999,40000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998,14,5.749975
3521,Maruti,2015,400000,60000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,10,6.666666666666667
3524,Hyundai,2015,250999,43000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,10,5.837186046511628
3526,Maruti,2016,450000,64000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197,9,7.03125
3527,Renault,2017,575000,96000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,19.87,1461,8,5.989583333333333
3528,Renault,2013,400000,96000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.46,1461,12,4.166666666666667
3529,Maruti,2019,480000,7600,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,21.63,998,6,63.1578947368421
3530,Maruti,2019,490000,7000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,21.63,998,6,70.0
3532,Tata,2017,600000,50000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,8,12.0
3534,Tata,2015,425000,80000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,23.0,1248,10,5.3125
3537,Maruti,2015,360000,34000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,10,10.588235294117647
3541,Hyundai,2014,755000,29340,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582,11,25.732788002726654
3542,Ford,2011,215000,120000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,14,1.7916666666666667
3544,Hyundai,2007,190000,70000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,18,2.7142857142857144
3547,Maruti,2014,438999,81000,Diesel,Dealer,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,5.419740740740741
3548,Renault,2015,550000,240000,Diesel,Individual,Manual,First Owner,7,108.5,kmpl,19.98,1461,10,2.2916666666666665
3557,Maruti,2013,375000,88200,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,12,4.2517006802721085
3567,Maruti,2016,270000,35000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,7.714285714285714
3569,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396,14,2.75
3571,Maruti,2019,600000,7500,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197,6,80.0
3573,Hyundai,2016,300000,40800,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,7.352941176470588
3576,Maruti,2016,550000,8588,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197,9,64.0428504890545
3581,Toyota,2018,670000,150000,Diesel,Individual,Manual,First Owner,5,67.05,kmpl,23.59,1364,7,4.466666666666667
3585,Hyundai,2016,425000,50000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,9,8.5
3589,Mahindra,2018,750000,22000,Diesel,Individual,Manual,First Owner,5,65.0,kmpl,21.03,1461,7,34.09090909090909
3593,Tata,2016,475000,50000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,9,9.5
3599,Maruti,2015,700000,120000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248,10,5.833333333333333
3605,Maruti,2012,240000,90000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248,13,2.6666666666666665
3609,Maruti,2015,400000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,10,13.333333333333334
3610,Hyundai,2014,545000,80000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,11,6.8125
3612,Hyundai,2016,725000,100000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396,9,7.25
3614,Maruti,2011,204999,85000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248,14,2.4117529411764704
3617,Maruti,2012,204000,110000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998,13,1.8545454545454545
3618,Hyundai,2018,350000,25000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998,7,14.0
3619,Volkswagen,2013,350000,100000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598,12,3.5
3620,Ford,2012,175000,120000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,13,1.4583333333333333
3621,Volkswagen,2011,340000,90000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598,14,3.7777777777777777
3637,Maruti,2013,360000,97000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,12,3.711340206185567
3641,Maruti,2007,100000,60000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,18,1.6666666666666667
3645,Maruti,2014,450000,70000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,11,6.428571428571429
3647,Maruti,2011,215000,40000,Petrol,Individual,Manual,First Owner,5,85.8,kmpl,21.1,1197,14,5.375
3649,Volkswagen,2015,416000,80000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,20.14,1498,10,5.2
3652,Maruti,2010,145000,70000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998,15,2.0714285714285716
3654,Maruti,2016,340000,30000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,9,11.333333333333334
3657,Maruti,2015,300000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,10,6.0
3660,Tata,2010,170000,150000,Diesel,Individual,Manual,Third Owner,5,88.8,kmpl,21.12,1248,15,1.1333333333333333
3668,Maruti,2013,600000,60000,Diesel,Individual,Manual,Third Owner,7,88.8,kmpl,20.77,1248,12,10.0
3670,Hyundai,2019,509999,5000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086,6,101.9998
3672,Hyundai,2015,280000,55000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,10,5.090909090909091
3679,Ford,2015,600000,40000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,10,15.0
3681,Volkswagen,2019,695000,36800,Diesel,Dealer,Manual,First Owner,5,88.0,kmpl,20.14,1498,6,18.88586956521739
3691,Maruti,2016,355000,60000,Petrol,Dealer,Manual,First Owner,5,67.05,kmpl,21.79,998,9,5.916666666666667
3694,Volkswagen,2018,650000,40000,Diesel,Dealer,Manual,First Owner,5,88.0,kmpl,20.14,1498,7,16.25
3699,Maruti,2011,300000,90000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248,14,3.3333333333333335
3700,Renault,2012,225000,110000,Diesel,Individual,Manual,Second Owner,5,63.12,kmpl,23.08,1461,13,2.0454545454545454
3702,Hyundai,2014,700000,80000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582,11,8.75
3704,Hyundai,2016,800000,80000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396,9,10.0
3707,Toyota,2010,450000,120000,Diesel,Individual,Manual,Second Owner,5,87.2,kmpl,21.43,1364,15,3.75
3709,Hyundai,2016,925000,79000,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582,9,11.708860759493671
3717,Maruti,2013,620000,139000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,12,4.460431654676259
3719,Renault,2019,786000,7720,Petrol,Individual,Manual,First Owner,7,71.0,kmpl,20.0,999,6,101.81347150259067
3721,Maruti,2002,120000,60000,Diesel,Individual,Manual,Second Owner,5,58.0,kmpl,20.8,1527,23,2.0
3722,Mahindra,2016,750000,100000,Diesel,Individual,Manual,First Owner,5,64.1,kmpl,20.8,1461,9,7.5
3727,Maruti,2015,290000,30000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998,10,9.666666666666666
3730,Hyundai,2019,500000,5000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086,6,100.0
3731,Tata,2013,250000,50000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.02,1248,12,5.0
3732,Tata,2013,220000,80000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396,12,2.75
3740,Ford,2017,960000,42000,Diesel,Dealer,Manual,First Owner,5,98.96,kmpl,23.0,1498,8,22.857142857142858
3745,Maruti,2019,1025000,15000,Petrol,Dealer,Automatic,First Owner,5,103.25,kmpl,20.28,1462,6,68.33333333333333
3747,Maruti,2017,700000,80000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,22.0,1197,8,8.75
3748,Ford,2016,780000,60000,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498,9,13.0
3749,Hyundai,2017,1050000,70000,Diesel,Dealer,Manual,First Owner,5,126.32,kmpl,22.32,1582,8,15.0
3750,Tata,2016,400000,100000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,9,4.0
3752,Maruti,2009,85000,90000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,16,0.9444444444444444
3756,Renault,2018,260000,50000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,7,5.2
3767,Maruti,2011,155000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,14,3.875
3769,Maruti,2010,132000,105000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,15,1.2571428571428571
3770,Hyundai,2018,750000,30000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,22.54,1396,7,25.0
3772,Hyundai,2011,240000,80000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,14,3.0
3776,Honda,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,7,98.6,kmpl,21.9,1498,6,22.0
3779,Maruti,2011,325000,70000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,14,4.642857142857143
3781,Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner,8,83.8,kmpl,21.04,1461,8,16.0
3782,Ford,2018,950000,80000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498,7,11.875
3783,Maruti,2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5,74.0,kmpl,22.9,1248,12,2.5
3793,Hyundai,2013,200000,68697,Petrol,Individual,Manual,Third Owner,5,55.2,kmpl,21.1,814,12,2.9113352839279734
3799,Maruti,2014,425000,70000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,11,6.071428571428571
